Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
08/02/2000;1800;null;null;null;8;0.6;1006.4;null;30.6;25.6;null;67;0;0;50
09/02/2000;0;null;null;null;8;0;1006.4;null;27.4;24.8;null;81;0;0;50
09/02/2000;1200;null;null;null;10;0.2;1008.3;null;25.2;23.6;null;88;0;0;50
09/02/2000;1800;null;null;null;9;0;1005.8;null;31;26.2;null;69;9;2;50
10/02/2000;0;null;null;null;6;0;1006.7;null;28.2;25;null;77;0;0;50
10/02/2000;1200;null;null;null;8;0;1007.7;null;25.4;23.6;null;86;0;0;20
10/02/2000;1800;null;null;null;6;0;1004.7;null;32;25.6;null;60;9;2;60
11/02/2000;0;null;null;null;4;1;1004.9;null;26.8;24;null;79;0;0;20
11/02/2000;1200;null;null;null;10;0;1007.6;null;26.2;24.2;null;85;0;0;50
11/02/2000;1800;null;null;null;6;0;1006.5;null;32;25.6;null;60;5;2;60
12/02/2000;0;null;null;null;6;0;1006.1;null;25.8;23.8;null;85;0;0;50
12/02/2000;1200;null;null;null;8;0;1007;null;25.2;23.4;null;86;9;2;70
12/02/2000;1800;null;null;null;10;1.4;1006.8;null;24.2;23.4;null;94;0;0;20
13/02/2000;0;null;null;null;10;0.4;1006.2;null;24.6;23.2;null;89;0;0;20
13/02/2000;1200;null;null;null;10;0.2;1008.1;null;24.2;22.6;null;87;9;2;20
13/02/2000;1800;null;null;null;8;0;1007.3;null;27.4;23;null;69;5;3;60
14/02/2000;0;null;null;null;5;0;1007.4;null;25;23;null;84;5;2;60
14/02/2000;1200;null;null;null;10;0;1009.2;null;24.6;23;null;87;5;1;50
14/02/2000;1800;null;null;null;6;0;1007.6;null;29.6;24.8;null;68;9;2;60
15/02/2000;0;null;null;null;8;0;1008.2;null;26.6;23.6;null;78;0;0;50
15/02/2000;1200;null;null;null;10;2;1009.1;null;24.2;23.4;null;94;0;0;50
15/02/2000;1800;null;null;null;6;0;1005.6;null;31.6;24.4;null;55;9;2;70
16/02/2000;0;null;null;null;4;0;1006;null;27.8;24.6;null;77;0;0;50
16/02/2000;1200;null;null;null;10;25;1008.8;null;24.8;23.2;null;87;0;0;20
16/02/2000;1800;null;null;null;10;29.2;1007.2;null;24;23.2;null;93;32;1;20
17/02/2000;0;null;null;null;6;0.8;1007.6;null;23;22.2;null;93;0;0;10
17/02/2000;1200;null;null;null;10;0;1009;null;23.6;22.4;null;90;0;0;50
17/02/2000;1800;null;null;null;6;0;1007.1;null;30.2;24.4;null;62;0;0;50
18/02/2000;0;null;null;null;5;0;1006.3;null;24.8;23;null;86;0;0;60
18/02/2000;1200;null;null;null;10;0;1009;null;24.4;22.8;null;87;0;0;50
18/02/2000;1800;null;null;null;8;0;1006.7;null;30.2;24.4;null;62;9;2;60
19/02/2000;0;null;null;null;6;26.2;1006.2;null;24.6;23.8;null;94;0;0;50
19/02/2000;1200;null;null;null;10;0;1008.3;null;24;23;null;92;18;1;20
19/02/2000;1800;null;null;null;6;0;1006.5;null;27.2;24.2;null;78;9;2;60
20/02/2000;0;null;null;null;6;0;1006.1;null;26.2;24;null;83;5;2;20
20/02/2000;1200;null;null;null;6;0;1009.4;null;25.8;23.8;null;85;0;0;50
20/02/2000;1800;null;null;null;6;0;1006.3;null;31.4;25.2;null;61;9;1;70
21/02/2000;0;null;null;null;6;0;1006.4;null;26.4;24;null;82;0;0;50
21/02/2000;1200;null;null;null;10;52.2;1009.3;null;22.6;22;null;95;0;0;10
21/02/2000;1800;null;null;null;10;11.4;1007;null;26.4;25;null;89;0;0;50
22/02/2000;0;null;null;null;8;28.2;1006.7;null;22.4;22.2;null;98;0;0;50
22/02/2000;1200;null;null;null;10;1.4;1009.1;null;23.6;22.8;null;93;0;0;20
22/02/2000;1800;null;null;null;8;0;1006.5;null;29.8;25.4;null;70;9;2;60
23/02/2000;0;null;null;null;5;0;1006.3;null;26.2;24.4;null;86;0;0;20
23/02/2000;1200;null;null;null;6;0;1007.8;null;26.4;24.4;null;85;0;0;60
23/02/2000;1800;null;null;null;8;0;1006.1;null;25.2;23.6;null;88;9;1;50
24/02/2000;0;null;null;null;4;0;1006;null;24.6;23.4;null;90;5;2;60
24/02/2000;1200;null;null;null;8;0;1006.5;null;23.4;23;null;97;0;0;60
24/02/2000;1800;null;null;null;8;0;1003.9;null;30.6;25.6;null;67;0;0;60
25/02/2000;0;null;null;null;8;0;1004.7;null;25.8;24.6;null;91;0;0;50
25/02/2000;1200;null;null;null;8;0.2;1006.7;null;24.8;23.6;null;90;0;0;50
25/02/2000;1800;null;null;null;6;0;1004.3;null;30;25.2;null;68;14;1;60
26/02/2000;0;null;null;null;0;0;1004.3;null;27;25.2;null;87;0;0;60
26/02/2000;1200;null;null;null;10;0;1008.3;null;24.6;23.2;null;89;0;0;50
26/02/2000;1800;null;null;null;10;8.2;1006.8;null;25;23.4;null;87;5;2;50
27/02/2000;0;null;null;null;4;0;1005;null;23.4;22.6;null;93;0;0;50
27/02/2000;1200;null;null;null;10;0;1008.1;null;24.2;24;null;98;0;0;50
27/02/2000;1800;null;null;null;8;0;1004.8;null;31.6;25.6;null;62;0;0;70
28/02/2000;0;null;null;null;0;0;1005.1;null;28.2;26;null;84;0;0;50
28/02/2000;1200;null;null;null;6;0;1007.4;null;25.8;24.2;null;88;5;1;50
28/02/2000;1800;null;null;null;6;0;1004.4;null;31.2;25.2;null;62;5;1;60
29/02/2000;0;null;null;null;10;6.6;1005.6;null;24.4;23.8;null;95;0;0;5
29/02/2000;1200;null;null;null;10;0;1009;null;24.4;23.6;null;94;0;0;50
29/02/2000;1800;null;null;null;8;0;1006.2;null;29.4;25.6;null;74;9;1;50
01/03/2000;0;null;null;null;6;0;1005.2;null;27.2;24.8;null;82;0;0;50
01/03/2000;1200;null;null;null;10;0;1009.8;null;25;24.8;null;98;0;0;50
01/03/2000;1800;null;null;null;9;0;1006.5;null;32.2;26.2;null;62;9;2;60
02/03/2000;0;null;null;null;6;0;1006.4;null;26.2;24;null;83;0;0;50
02/03/2000;1200;null;null;null;10;2.6;1008.7;null;24.8;23.4;null;89;0;0;20
02/03/2000;1800;null;null;null;8;0;1004.6;null;31.2;26;null;66;9;2;60
03/03/2000;0;null;null;null;6;0;1005;null;26.4;24.2;null;83;0;0;20
03/03/2000;1200;null;null;null;10;34;1008.1;null;23.6;23.4;null;98;0;0;20
03/03/2000;1800;null;null;null;10;13.8;1007.1;null;25.2;24.4;null;94;36;1;20
04/03/2000;0;null;null;null;6;0;1005.4;null;25;23.4;null;87;0;0;50
04/03/2000;1200;null;null;null;10;8;1008.5;null;23.4;23;null;97;0;0;20
04/03/2000;1800;null;null;null;10;4;1007.8;null;23.8;23;null;93;0;0;20
05/03/2000;0;null;null;null;8;0;1007.3;null;24.2;23.6;null;95;0;0;20
05/03/2000;1200;null;null;null;10;0;1008;null;25.2;24.2;null;92;0;0;50
