Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
22/01/2000;1200;null;null;null;10;0;1008.8;null;25.6;24.4;null;90;32;1;60
22/01/2000;1800;null;null;null;8;0.4;1007.9;null;29.4;27;null;82;5;1;60
23/01/2000;0;null;null;null;10;0.6;1008;null;27;25;null;84;0;0;20
23/01/2000;1200;null;null;null;10;0;1008.9;null;24;23.4;null;95;0;0;60
23/01/2000;1800;null;null;null;6;0.2;1006.6;null;30.8;28;null;80;14;1;60
24/01/2000;0;null;null;null;8;0.4;1007.6;null;26.8;24.6;null;83;9;1;20
24/01/2000;1200;null;null;null;10;46.4;1009.5;null;23.2;22.2;null;91;18;1;50
24/01/2000;1800;null;null;null;10;1;1007.3;null;28;25.6;null;82;18;1;60
25/01/2000;0;null;null;null;8;0;1007.3;null;26;25;null;92;0;0;20
25/01/2000;1200;null;null;null;8;7.4;1009.1;null;24.8;23.8;null;92;14;1;60
25/01/2000;1800;null;null;null;6;0;1007.3;null;32;27.8;null;71;5;1;60
26/01/2000;0;null;null;null;8;0;1007.3;null;26.6;25.6;null;92;0;0;20
26/01/2000;1200;null;null;null;8;0;1009.4;null;25.8;24.4;null;89;14;1;60
26/01/2000;1800;null;null;null;6;0;1006.3;null;32.6;28.4;null;72;9;1;60
27/01/2000;0;null;null;null;10;11.2;1006.9;null;26.6;25.6;null;92;23;1;20
27/01/2000;1200;null;null;null;10;15.8;1009.7;null;23.6;22.6;null;91;18;1;60
27/01/2000;1800;null;null;null;8;0;1007.3;null;30;27.4;null;81;23;1;60
28/01/2000;0;null;null;null;6;0;1007.4;null;26.6;25.6;null;92;0;0;20
28/01/2000;1200;null;null;null;8;0;1008.9;null;25.6;24.6;null;92;14;1;60
28/01/2000;1800;null;null;null;10;0.4;1005.4;null;26;24.6;null;89;18;1;60
29/01/2000;0;null;null;null;10;1.2;1007;null;25;24;null;92;18;1;20
29/01/2000;1200;null;null;null;8;0.8;1008.5;null;25.4;24;null;88;18;1;60
29/01/2000;1800;null;null;null;8;0;1006.3;null;32.6;28.6;null;73;23;1;60
30/01/2000;0;null;null;null;10;3.4;1007;null;24.6;23.6;null;92;0;0;10
